FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SSS 2005","HMAS Armidale","Austal","Austal","Royal Australian Navy","Australia","May 2005 ThefirstoftheArmidaleClasspatrolboatsarrivedinDarwin, Australia, inMaywhereitcompletedthefinalstageofitsmissiontrial. DuringtrialsitbecamevidenthatHMASArmidale'sperformancewasgreaterthanthatspecifiedinthecontractandthevesselwasabletodeliveraspeedmarginof2knotsabovetheoriginalspecification","56.8m","25knots","","","","","MTU","16V400 M70","2","Naval Vessel"
"SSS 2005","HORC","VT Halmatic Ltd","VT Halmatic Ltd","VT Halmatic Ltd","UK","June 2005 Thenewoffshoreraiding/replenishment/rescue/ recoverycraftbuiltbyHalmatichasbeendesignedasamulti-rolefastraidingcraftwithro-rocapability. Itisafast, agile, mission-focussedsmallcraftcapableofoperationsinbothbluewaterandgreenriverenvironments","9.9m","38knots","","","","5.6tonnes","Yanmar","6LY","- Vehicles",""
"SSS 2005","Kanoo 30","Damen","Damen","Kanoo Shipping Agencies","United Arab Emirates","April 2005 ThefirstofthreenewcrewboatsweredeliveredtoKanooMarine (adivisionofKanooShippingAgencies) aftersuccessfulseatrialsatDamens' shipyardinGorinchem. Thefirst-of-classvessel, namedKanoo30, thensailedtotheGulfinAprilandshortlyafterbeganservice. Thesecondvesseleftheshipyardthesamemonth, andthethirdunderwentrialsinJune","19.15m","","","","","","Caterpillar","3412D-TTA","2","Supply Vessel"
"SSS 2005","Liang Yu","Wang Tak Engineering & & Shipbuilding Co Ltd","CMCS, , Australia","Shanghai Sui Ming","China","December 2005 ThelatestdeliveryfromoneofHongKong'soldestestablishedshipbuildingandrepairyards, WangTakEngineering & ShipbuildingCoLtd, isthepassengerferryLiangYu, hullnumberY2401. ThisvesselwasuccessfullydeliveredtownerShanghaiSuiMing, ofChina, athendofDecember2005, aftera14-monthbuildtime. ThevesselwasdesignedbyCommercialMarineConsultingServices (CMCS), ofAustralia","33.00m","30+knots","","323tonnes","","","MTU","16V200M70","2Outputspeedofeachengine..1050kW/2100rev/minGearboxes",""
"SSS 2005","Lora D' 'Abundo","Rodriquez Cantieri Navali","Rodriquez Cantieri Navali","Medmar","Italy","5 March 2005 Thenew82mro-paxvesselLoraD'Abundo, builtbyRodriquezCantieriNavalifortheshippingcompanyMedmar, wasdeliveredtothePortofNapleseathebeginningofMarch. Thishiphasbeendesignedtoincreasethe 'seahighwaydevelopment' withanewlinkbetweenNaplesandIschiaIsland, withthreesailingsperdayineachdirection","82.00m","","","","","","Caterpillar","3608diesels","2","Ferry"
"SSS 2005","Maria Dolores","Austal","Austal","Virtu Ferries","Malta","December 2005 TheAustal-built67mhighspeedvehicle- passengercatamaran, MariaDolores, forVirtuFerries, ofMalta, hasthecapacitytocarry600passengersand65cars, or95lanemetresoftrucksplus35cars","68.4","","","","","","MTU","16V400 M71","6","Ferry"
"SSS 2005","Morgan Foss","Foss Rainier Shipyard","Robert Allan Ltd","Foss Maritime","USA","August 2005 InOctober, FossMaritimetookdeliveryofthepowerfulnewharbourtugMorganFossforserviceinPacificCoastports. Thishigh-powered 'compact' tugistheresultofauniquecollaborationbetweentheowner, designer, andbuilder","23.8m","13knotsMainengines","","under200tonnes (USmeasurement)","","300tonnes","Caterpillar","3512B","2","Tug"
"SSS 2005","Murray","AF Theriault & & Son Ltd","Robert Allan Ltd","Royal Canadian Mounted Police","Canada","February 2005 AFTheriault & SonLtdofMeteghanRiver, NovaScotia, thisyeardeliveredthe20mRAven200 class, aluminiumpatrolcatamaranMurraytotheRoyalCanadianMountedPolice (RCMP), MarineDivision, forserviceintheharshcoastalwatersofCanada'sAtlanticCoastinFebruary","19.75m","25knots","","","","","Caterpillar","C18","2","Naval Vessel"
"SSS 2005","Romulo and Remo","Astilleros Balenciaga","Cintranaval","Remolcadores de Puerto y Altura SA, , REPASA","Spain","February 2005 ( (Romulo) ) SpanishtowagecompanyRemolcadoresdePuertoyAlturaSA, REPASA, tookdeliveryofRomuloandRemoapairofoceangoingASDtugsbuiltatAstillerosBalenciaga, NorthernSpain. Itisclaimedthathese83tonnesbollardpulltugswillbethetwomostpowerfulvesselsofthistypeyetinSpain","33.00m","","","","","","MANB&W","7L27/38","2","Tug"
"SSS 2005","SAR 413","Song Cam Shipyard, , Hai Phong","Built under license from a prefabricated shipbuilding kit supplied by Damen Technical Cooperation","Vinamarine, , Vietnam","Vietnamese Totalnumberofsistershipsalreadycompleted ...5","July 2005 Thesteelandaluminiumconstructedvessel, SAR413, madeforsearchandrescueoperations, isthelastofsixofaseriesforVinamarine, theVietnamNationalMaritimeBureau. This42mcraftwasbuiltunderlicensefromaprefabricatedshipbuildingkitsuppliedbyDamenTechnicalCooperationbySongCamShipyard, HaiPhong, Vietnam. ThisinvolvedshippingcomponentsfromTheNetherlandsandusingthelocalabourforceforconstruction","43.80m","","","","","","MTU","16V400 M70","2",""
"SSS 2005","Sea Fighter","Nichols Brothers Boatbuilders","BMT Nigel Gee and Associates Ltd","US Navy","USA","1 July 2005 The79.9mSeaFighterwaschristenedonthe5February2005andlaunchedonthe12February","79.9m","55knots","","3234gt","","","2xGEgasturbines; 2xMTUdiesels","2xLM2500; 2x16V595TE90","2Generator","Naval Vessel"
"SSS 2005","Sea Helper","Coastal Marine Boatbuilders, , Eyemouth","Macduff Ship Design","Aberdeenshire Council","Scotland","4 February 2005 The8.85mharbourtugSeaHelperwasthefirstvesselofitsclasstobedesignedbyMacduffShipDesign","8.85m","8.5knots100% MCR","","9.16gt","","17.4tonnes","Mitsubishi","6D16","1",""
"SSS 2005","Sha Tin","Cheoy Lee Shipyards Ltd/ /Hin Lee ( (Zhuhai) ) Shipyard Co Ltd","- -","Hong Kong United Dockyards Ltd/ /Hong Kong Salvage & & Towage","Hong Kong","February 2005 ( (Ting Kau and Yuen Kok delivered March 2005) ) HongKongSalvageandTowage'sthreelatestvessels, Shatin, TingKau, andYuenKok, whichweredeliveredinFebruaryandMarch2005, arethefirstofthecompany'sfleetohavebeenbuiltbyCheoyLeeLtd/HinLee (Zhuhai) ShipyardCoLtd, basedinHongKongandChina. Thesetugswillincreasethefleetsizeto25, ofwhich13tugsarebasedinHongKong","29.00m","13.07knots","","297gt","","584.35tonnes","Niigata","6L26HLX","2","Tug"
"SSS 2005","Sirocco","South Boats Ltd, , Special Projects Division","South Catamarans Ltd","Danbrit Ship Management Ltd","UK","8 July 2005 SiroccoisafirstofclassnewbuildSouthCatamaran42/13mAlloyWFSV (windfarmservicevessel) forDanbritShipManagementLtd, ofGrimsby. ThevesseliscurrentlyworkingontheKentishFlatsWindFarm, operatingfromWhitstable, NorthKent","14.4m","21knots","","","","17,500kg","Scania (GreatBritain)","DI955M","2",""
"SSS 2005","Spirit of Portsmouth","VT Halmatic Ltd","Camarc Ltd","Gosport Ferries Ltd","UK","May 2005 CompletedinMay2005byHalmaticforGosportFerriesLtd, SpiritofPortsmouthcancarryamaximumof300passengersonaroutebetweenPortsmouthandGosport, and250passengerswhilstsailinginTheSolent","32.6m","9knots","","","","216tonnes","Scania","DSI12, 41M","2","Ferry"
"SSS 2005","Stevns Arctic","Irving Shipbuilding Inc","Robert Allan","Partrederiet Stevns/ /Nordane Shipping","Denmark","September 2005 IrvingShipbuildingInc, ofCanada, thisSeptembercompletedaRobertAllan-designedASD33/55iceclassedtug, StevnsArctic, forPartrederietStevns, ofDenmark. The33.5mtugwasdesignedforbothshipassistandoceantowingduties","33.5m","13.5knots","","","","","MAK","6M25","2","Tug"
"SSS 2005","Tees Navigator","Safehaven Marine","Frank Kowalski","P D Teesport","UK","1 August 2005 TeesNavigatorisaWildcat12mcatamaranbuiltbySafehavenMarineforPDTeesport, basedinMiddlesborough, UK. Theportdecidedtobuildacatamaraninsteadofamonohullcraftduetotheuseofanewmultibeamsonarhead; onacatamaranthesonarheadisdeployedthroughamoonpoolinthebridgedeck, whichismuchsafer","12m","23knots","","19tonnes","","11.2","Scania","DI9","2",""
"SSS 2005","Velox","Astilleros Gondan","Robert Allan Ltd","Østensjø Rederi AS","Norway","February 2005 InlateFebruarythehighperformanceAVTescortugVeloxwasdeliveredfromAstillerosGondan, ofSpain, toØstensjøRederiASofHaugesund, Norway","37.00m","14.5knots","","","","","Rolls-Royce/BergenDiesel","33L8P","2","Tug"
