FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SSS 2008","Iliria","Damen Shipyards","Damen Shipyards Gorinchem","Ministry of Defence, Albania","Albania","August 2008","42.80m","26kts","","240t","-","250","Caterpillar","3516 TA-HD","2","Naval Vessel"
"SSS 2008","Island Constructor","Ulstein Verft AS","Ulstein Design AS","Island Offshore AS","Norway","23 May 2008","120.2m","","","12,200gt","-","","","","","General Cargo"
"SSS 2008","Island Wellserver","Aker Yards Langsten (now part of STX Europe)","Rolls-Royce","Island Offshore","Norway","March 2008","116m","","","12,100gt","-","","Rolls-Royce","40","4",""
"SSS 2008","LOS 116 Fedje","Dockstavarvet AB","Dockstavarvet AB","Norwegian Coastal","Norway","May 2008","16.80m","30kts","","49.9grt","-","30t","MTU","8V 2000 M72","2",""
"SSS 2008","Maria de Maeztu","Union Naval Valencia, SA","SENER","Maritime Safety Authority (SASEMAR)","Spain","28 March 2008","39.7m","13kts at 100% MCR","","907grt","","1345t","ABC (Anglo Belgian Corporation)","8DZC-1000-175","2","Salvage Vessel"
"SSS 2008","Messico","Astilleros Armon","Robert Allan Ltd","the front stem wall is an incredible work of blue fluorescent paint on black velvet that in the dark represents ‘a galaxy’. Two symmetrical platforms with hydraulic opening open to create two exclusive balconies right onto the sea. The bathroom has a shower and tub made of pietra luna slate, whereas the wall and the cabinets are made with broken mirror mosaic pieces","Italy","17 July 2008","36.65m","13.96kt","","698grt","0","1265tonnes","MAK","8M25","2","Tug"
"SSS 2008","PB Fitzroy","Cheoy Lee Shipyards","Robert Allan Ltd","unknown","Australia","September 2008","53.8m (176.5ft)","17kts","","","2","722tonnes","","CAT3516B","2","Yacht"
"SSS 2008","Police 5~10 (Medium Patrol Launches)","","Lung Teh Shipbuilding Co.Ltd","Hong Kong Marine","Hong Kong Special","November 2007, April 2008","28.2m (excluding fenders)","13kts","","416grt","6","619tonnes","CAT C4.4","6L28 HX","2","Tug"
"SSS 2008","Shinas","Austal","Austal","The Government of the","Oman","June 2008","19m","39kt","","","0","39t","Kohler 27EFOZ","C 32 B rating","3 sets","Naval Vessel"
"SSS 2008","Solway Spirit","South Boats Special","South Boats Special Projects Ltd","E.ON Climate &","United Kingdom","May 2008","64.8m","55.9kt","","2053t","9","","MAN D 2866 LXE","20V 1163","4","Ferry"
"SSS 2008","Svitzer Waterston","Freire","Robert Allan Ltd","Dragon","United Kingdom","August 2008","15.43m","","","","2","23.5tonnes","","","2","Ferry"
"SSS 2008","Taha Dua/Taha Satu","Damen Shipyards Gorinchem (build by DSSi)","Damen Shipyards Gorinchem","Powertium Engineering","Malaysia","15 August 2008","34m","13.7kts","","686","23","1162tonnes","Cummins; Main – K19-CP380DM, Harbour – 6B-CP80-DM","7FDM16","2","Tug"
"SSS 2008","Vivax","Sanmar Denizcilik","Robert Allan Ltd","Østensjø Rederi AS/AS","Norway","November 2008","33.45m","26.5kts","","168","0","153.5kg (full load)","Reintjes","C32 WOSR B-rating","3",""
"SSS 2008","Wave Ranger","Alnmaritec Ltd","Camarc/Alnmaritec Ltd","Alnmaritec Ltd","United Kingdom","30 July 2008","33.10m","14kts","","","0","","MAN AG","8L26","2 at 3264hp","Tug"
