FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SSS 2020","KocAlZour","UzmarGemiInsaSanayiveTicaretA.S","RobertAllanLtd","KuwaitOilCompany","Kuwait","February2021LaunchedinAugust2020, andwithdeliveryimminentatimeofwriting, KocAlZourcomprisesamultipurposeoilspillrecoveryvesselandthefirstRAmpage600 classvesseltobeconstructed. At60mloa, thisalsohappenstobethelargestvesselinavalarchitectRAL’sRAmpageseries","60m","13.8knots@100% MCR","","1,855tonnes","","3,162tonnes","Yanmar","6EY26","2","General Cargo"
"SSS 2020","LadyComeauII","AstillerosArmonVigo","Allswater","ComeauSeaFoods","Canada","August2020adyComeauII, whichwasbuiltforComeauSeaFoodsofNovaScotia, hasanimpressiverangeinexcessof5,500nm, enablinghertoperateon14- to21-dayvoyageswithacrewofupto31persons","49.7m","13.2knots","","1,476tonnes","","1,530.14tonnes","MaK","6M25E","1","Fishing Vessel"
"SSS 2020","M15Q","MarellBoatsSwedenAB","MarellBoats","TBA","Sweden","June202020sawthelaunchofMarellBoats' M15QuadOutboardHigh-SpeedInterceptor (M15Q), designedforhigh-speedinterceptionmissionsandcapableofcuttingthroughthewavesatspeedsinexcessof60knots","","","","","","","","","",""
"SSS 2020","Mayflower400","Aluship / MSubsLtd","MSubsLtd & WhiskerstayLtd","ProMare","US","N/A (launchedSeptember2020) TheMayflowerAutonomousShip (MAS), orMayflower400, isanautonomousresearchtrimaranwhosegenesisdatesbackto2016, whenProMarefounderBrettPhaneuf, asubmarinebuilderandexpertinunderwaterobotics, attendedameetingtodiscusshowtocelebratethe400thanniversaryofthe1620voyageofMayflowerfromPlymouth, UKtotheUS","14.833m","10knots","","","","9.1m3","FischerPanda","R24HiSkew","2 × electric1 × dieselgenerator","Research Vessel"
"SSS 2020","Noé","METAShipyard","CBArchitects","SASNoé","France","N/AOnenotableconceptlaunchedin2020wastheNoésolar-panelledhouseboat, acanalandmaritimeboatwhichcould, inprinciple, beapprovedinsailingcategoriesBand/orC","23.92m","11knotswhilechargedat50tonnes","","","","48tonnes (withoutballasts, approx. 60tonneswithballasts)","Transfluid","Custom-made","2 × electricenginesor2 × combustionengines, dependingonoptionchosenElectricoption",""
"SSS 2020","OlympicPrawn","CemreShipyard","Kongsberg","OlympicSeafoodAS","Norway","December2020InbuilderCemre’sownwords, thecombinedfishfactoryandtripletrawlerOlympicPrawnwas “designedtobesaferforthecrew, smarterfortheoperations, andgreenerforthenvironment” inaneffortogetawayfromoretraditionalbut ‘basic’ fishingvessels","69.91m","18knotsMainengines","","3,318tonnes","","4,540tonnes","Bergen","45L9","1","Fishing Vessel"
"SSS 2020","Patria22","PTPatriaMaritimPerkasa","OSD-IMT","PTPatriaMaritimeLines","Indonesia","August2020ThefirstinaseriesofatleasthreeOSD-IMT7402shallow-draughtugs, Patria22wasdeliveredtoPTPatriaMaritimeLines, anoperatorbasedinCikarang, Indonesia, inAugust2020","23.6m","10-12knots","","203tonnes","","","Yanmar","6AYM-WET","2","Tug"
"SSS 2020","QueenBeetle","Austal","Austal","JRKyushuJetFerryInc","Japan","September2020OrderedtocomplementJapaneseoperatorJRKyushuJetFerry’s ‘Beetle’ ferryservice, connectingJapantoSouthKorea, thenewtwo- deck, high-speed, all-aluminiumQueenBeetleistaskedwithshuttlingupto502passengerspertripacrosstheTsushimaStrait, linkingFukuoka, ontheJapaneseislandofKyushu, toBusan, insouth-easternKorea – aroutespanning115nm","83.5m",">40knots","","2,600tonnes","","750tonnes","MTU","16V1163M74","4","Ferry"
"SSS 2020","SaoirsenaFarraige","CheoyLeeShipyardsLtd","BMTUKLtd","IslandFerriesTeoranta","Ireland","August2020Themedium-speedmonohullferrySaoirsenaFarraige (‘FreedomoftheSea’ inGaelic) hastheclaimedhonourofbeingthelargestdomesticpassengerferryinIreland, featuringthecapacityforupto394passengers. ThevesselwasbuiltbyCheoyLeeShipyardsinChinatoadesignsuppliedbyBMT, andistaskedwithcarryingpassengerstotheAranIslands, offthecoastofGalway, Ireland","39.8m","","","424tonnes","","157tonnes","Caterpillar","C32","2","Naval Vessel"
"SSS 2020","SeacatWeatherly","DiverseMarine","ChartwellMarine","SeacatServices","UK","June2020eacatWeatherlyisthefirstnext-generationChartwell24catamarandesignedbyUKnavalarchitectChartwellMarine. The24mcatamaranwasbuiltatheDiverseMarineshipyardinCowes, ontheIsleofWight, andhastakenupitsfirstchartercontractatamajorUKoffshorewindproject","23.8m","29knots","","11tonnes","","78tonnes","MTU","200 M72","2",""
"SSS 2020","SeawayGuardian","GulfIslandShipyard","RobertAllanLtd","SaintLawrenceSeawayDevelopmentCorporation","US","August2020TheTundRA3600ice-classtugSeawayGuardianhasenteredservicewiththeSaintLawrenceSeawayDevelopmentCorporation (SLSDC). TheSLSDCisawhollyownedUSgovernmentcorporationtaskedwithoperatingandmaintainingtheSt. LawrenceSeawaybetweenMassena, NYandLakeOntario, withintheterritorialimitsoftheUS","36m","14.5knots@100% MCR","","729tonnes","","1,077tonnes","Caterpillar","3516E","2","Tug"
"SSS 2020","SolarEclipse","AzuraMarine","AzuraMarine","AzuraMarineIndonesia","Indonesia","May2020OverthepastfewyearsinSignificantSmallShips, it’sbeeninterestingtonotethosevesselentriesthatrecord ‘N/A’ fordieselfuelcapacity; all-electricvessels, consideredbymanyasomethingofapipedreamadecadeago, havecertainlydemonstratedtheircapabilitieswhenthetechnologyisappliedcorrectly","13.25m","8knots","","16.5tonnes","","10tonnes","FischerPanda","10kWBLDC","2","Passenger Ship"
"SSS 2020","Sunderøy","AstillerosGondan","Rolls-RoyceMarineAS – ShipDesign & Systems (nowKongsbergGruppenASA)","PrestfjordSeafood","Norway","October2020Describedasoneoftheworld’smostadvancedfishingvessels, thefactoryfreezersterntrawlerSunderøyhasbeendesignedfortripletrawlandpelagictrawlcapabilities. Thevessel’specialityiscatchingwhitefishandshrimpwithinArcticwaters, particularlyintheBarentsSeandthewatersofSvalbard, andshehasbeenoptimisedforbottomandmid-watertrawling","77.2m","","","4,226tonnes","","5,573tonnes","Bergen","45V12","1","Fishing Vessel"
"SSS 2020","Terror","CoastalWorkboatsLtd","IncatCrowther","BritishAntarcticSurvey","UK","June2020ThemonohullandingcraftTerrorisoneoftwosupportcraftcarriedaboardtheUK-built, 129mpolaresearchshipRRSirDavidAttenborough, whichcommencedtechnicaltrialsinNovember2020andwhichwillconductarangeofscientifictasks, aswellasupportingtheresupplyofthefiveAntarcticresearchstationsoperatedbyBritishAntarcticSurvey","14.3m","12.1knots","","","","25.397tonnes","Doosan","L086TIH","2",""
"SSS 2020","TheaJensen","MaritimePartner","LindstølShip","LoppaLegeskyssbåter","Norway","September2020DesignedtoperateinoneoftheharshestenvironmentsinthefarnorthofNorway, encountering24hoursofdarknessinwinter, andsnow, iceandstormsfromtheNorthAtlantic, TheaJensenhasbeendescribedbybuilderMaritimePartnerasthebiggestambulanceboatoperatinginNorway","23.1m","30.5knots","","115tonnes","","","VolvoPenta","D13-IPS1050C4","2","Icebreaker"
"SSS 2020","VICTA","SubSeaCraftLtd","SubSeaCraftLtdinpartnershipwithBARTechnologies","SubSeaCraftLtd","UK","Autumn2021aunchedin2020asaconceptvessel, VICTAisarevolutionarydiverdeliveryunit (DDU), asurface/submersiblecraftdesignedtoperateatspeedoverangeandcapableoftransitionbeneaththesurfacetoperatesubmerged, enablingthediscreetdeliveryandrecoveryofdivers","11.95m","40knots","","","","6,919kg (dry) 9,315kg (fulload)","SeaTek","725Plusub-marinisediesel","1","Container Ship"
