FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SSS 2004","Maria Celeste Lauro","Rodriquez Cantieri Navali","Rodriquez Cantieri Navali","Lauro Shipping Company","Italy","December 2004 AthestartofDecember2004RodriquezCantieriNavaliSpaformallyhandedoveranew40mall- aluminiumcatamaran, MariaCelesteLauro, totheLauroShippingCompany, alsofItaly. TheceremonytookplaceintheportofFiumicino, Italy, duewestofRome. ThislocationwaschosenasitwillserveasthedeparturepointforthenewhighspeedservicetothePonzaIsland","39.00m","34knots","","","","","Caterpillar","3516B","341Mainengines",""
"SSS 2004","NB 534","Dockstavarvet AB","Dockstavarvet/ /Petter Håkansson Marine","Autogrand Marine Ltd, , Russia","Russia","26 May 2004 TheIC16M, NB534, isanew16mpatrolcraftfromDockstavarvet. ThisvesselispecialversionofasimilarcraftadaptedforsecurityoperationsontheinlandwaterwaysofRussia. TheIC16Mhasbeendevelopedfromthemulti-purposecombatboat90Hwithanaccumulatedoperatingtimeworldwideofmorethan400,00 hours. ThetechnicalsystemsinstalledontheIC16Marebasedonprovencombatboat90HsolutionsdevelopedforandtogetherwiththeSwedishNavy","17.25m","","","","","22.0tonnes","MANB&W","2842LE410","2",""
"SSS 2004","Prince Rock","VT Halmatic","VT Halmatic","Cattewater Harbour","UK","2004 ThistwinscrewsteelWB18workboat, namedPrinceRock, wasdevelopedbyUK-basedVTHalmaticasarobust, hardworking, andversatileworkboat, capableofcarryingoutawiderangeofdutiesforitsowner, theCattewaterHarbourCommission, locatedinPlymouth, UK","18.87m","12knots","","120gt","","100tonnes","Cummins","KTA19M4","2",""
"SSS 2004","Prinses Máxima* * and Prins Willem Alexander","Royal Schelde, , subsidiary of the Damen Shipyards Group","Royal Schelde","Province of Zeeland","The Netherlands","13 March 2004 *PicturedInMarch2004, theMinisterofTransport, PublicWorks, andWaterManagement, MrsKMHPeijs, inauguratedthenewfoot/bicycleferriesPrinsesMáximandPrinsWillem-Alexander. Thecontractfortheseferrieswasignedalmostexactlytwoyearspreviously. Thetwoshipswerebuiltinthe 'backyard' oftheirareaofoperation, atheRoyalScheldeinVlissingen, asubsidiaryoftheDamenShipyardsGroup","37.71m","16.6knots","","","","","MTU","12V400 M40B","2",""
"SSS 2004","Recep Tayyip Erdogan and Fatih Sultan Memet I* *","Fjellstrand AS","Fjellstrand AS","Istanbul Deniz Ortobusleri Sanayi Ve Ticaret AS","Turkey","18 December 2003, , 27 February 2004 *PicturedFjellstrandASdeliveredthefirstFerryCat120, RecepTayyipErdogan, toIstanbulDenizOtobusleriSanayiVeTicaretAS (IDO) atheveryendof2003. ThesecondFerryCat, FatihSultanMemetI, followedinFebruary2004. ThenewFerryCatsoperatebetweenKartalandYalovainIstanbul, aroutethatakesapproximately30minutes","80.8m","22knots","","2942gt","","","MTU","396TE74L","4",""
"SSS 2004","RheinEnergie","Scheepswerf De Hoop Lobith","Scheepswerf De Hoop Lobith, , styling by Groendijk","KD","Germany","May 2004 InMaythisyear, ShipyardDeHoop, basedinTheNetherlands, deliveredthedaypassengershipRheinEnergie (yardnumber404) toKöln- DüsseldorferGermanRhineLine (KD), whichcurrentlyusesitasatheatervessel. However, KDalsousestheshipinitsnormalscheduledservicebetweenCologneandMainz","90.24m","","","","","","Deutz","TBD620V8","2","Ferry"
"SSS 2004","Skandi Captain","Myklebust Verft AS","Marin Teknikk, , Norway","Dof Rederi AS ( (DOF) ), , Norway","Scotland","31 March 2004 MyklebustVerftinNorwayhasdeliveredamultipurposefieldsupplyvesselofanewdesigntoDOFRederiAS. SkandiCaptainisa74.3mlongshipof330dwt, withdieselelectricpropulsionandamaximumspeedof14.5knots, designedtocarryalltheliquid, powder, andrysuppliesneededoffshore","74.30m","","","2588gt","","","Mitsubishi","S12R-MPTA","4","General Cargo"
"SSS 2004","Spirit of Skye","Sandy Morrison Engineering, , Uig, , Isle of Skye, , Scotland","Ace Marine Ltd, , Limekilns, , Fife, , Scotland","West Highland Seaways Ltd ( (trading as 6° ° West) )","Scotland","May 2004 ThefirstofthentirelynewSpiritclassofastpassengerferrieshasproventobeareliableworkhorseforhernewowners. SpiritofSkyenteredservicewithWestHighlandSeawayson2June2004, withthekeelaidinearlyJanuaryofthesameyear","14.8m","30knots (light)","","34.6gt","","12.9tonnes","Cummins","6BTA5.9M","2",""
"SSS 2004","Supernacho* * and Canarias","Union Naval Valencia","UNV Technical Office","Remolques del Mediterráneo SA, , and Remolcadores y Barcazas de Tenerife, , SA","Spain","August and September 2004 * *PicturedTwonewtugs, partofthe265SDseries, werethisyeardeliveredbySpanishyardUNV. FirstintheserieswasSupernachobuiltforRemolquesdelMediterráneo, SA, whichwasdeliveredinAugust","30.50m","","","410gt","","","DEUTZ","SBV9M628","2","Tug"
"SSS 2004","Terra Marique","Damen Shipyards Okean, , and Damen Gorinchem","Burness Corlett & & Partners","Robert Wynn & & Sons Ltd","United Kingdom","March 2004 AgrantfromtheUKDepartmentofTransportoRobertWynn & Sonscovered99% ofthecostsofbuildingthe80multipurposepontoon, TerraMarique. Thisvesselwilltransporthelargestandheaviestabnormalindivisibleloadsbycommercialwaterwaysandshort-searoutes","80.0m","","","2786gt","","","Jastram","W40Azimuthingjethrusters","4","Barge"
"SSS 2004","Vea","Stocznia Pólnocna SA, , Northern Shipyard","Sawicon AS","Vea AS","Norway","20 January 2004 NorthernShipyard (StoczniaPolnocnaSA) completedtheconstructionofa60.40mtrawler/seiner, Vea, whichwasdeliveredtoherowner, VeaAS, Norway, inJanuary2004. Shewasthefirstcompletelyoutfittedfishingvesselconstructedintheyardin10years","60.40m","16.5knots","","1475gt","","","MAK","6M32C","1","Fishing Vessel"
"SSS 2004","Viking Avant","Aker Langsten","Vik- -Sandvik","Eidesvik Shipping AS","Norway","December 2004 TheoffshorevesselVikingAvant, wasdesignedbyNorwegiancompanyVik-Sandvik, builtbyAkerLangsten, andclassedbyDetNorskeVeritas","92.17m","16knots","","3600gt","","","Caterpillar","3516B","4","Supply Vessel"
"SSS 2004","Vissolela","Scheepswerf De Hoop Lobith","Scheepswerf De Hoop Lobith","Surf","France","March 2004 InMarch2004, ShipyardDeHoopdeliveredthesupportvesselVissolela (yardnumber393) toSurf, whocurrentlyusesherinAngola. ThevesselwasdesignedbyShipyardDeHoopinaccordancewith","77.30m","","","3770gt","","","Caterpillar","3512B","4","Tug"
"SSS 2004","Whaling City Express","Derecktor Shipyards","Crowther Designs","New England Fast Ferry Co","USA","June 2004, , February 2005 WhalingCityExpressisa29mlongcatamaranferrywhichwasdesignedinAustralia, byCrowtherDesigns, andwasbuiltinthreedifferentshipyardstospeeditscompletion, fortheownerNewEnglandFastFerryCo (NEFFCO). ThevesselwaschristenedinMay, eventuallydeliveredinJune2004, andshebeganservicethesamemonth","29m","31knotslightClassificationSocietyandNotations...USCGSubchapter 'T' Mainengines","","77gt","","68tonneslight","DetroitDiesel","16V200","2",""
