FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SSS 2003","Filla","Stocznia Pólnocna SA - - Northern Shipyard, , Gdansk","3.05m","Shetland Islands Council","United Kingdom","22 May 2003 Asaresultofatenderexerciseinearly2002StoczniaPólnocnaSA - NorthernShipyard, locatedinGdansk, Poland, wasawardedanorderforconstructionandeliveryofageneralpurposeferryfortheShetlandIslandsCouncil. ThevesselwasthesecondtobebuiltatNorthernShipyardforthisowner - previouslydeliveredwasaro-rovehicle/passengerferryLingain2002 (SignificantSmallShipsof2002). ThesevesselswerebuiltaspartsofafleetrenewalprogrammeaimedatreplacingtheageinginterislandferryfleetintheShetlandIslands. Lingawasthefirstvesselofthisprogramme","35.50m","13.5knots","","365gt","","","Mitsubishi","S12R - MPTA","2","Ferry"
"SSS 2003","First Ferry IX, , First Ferry X, , and First Ferry XI","Wang Tak Engineering & & Shipbuilding Co Ltd","CMCS, , Australia","New World First Ferry Services Ltd","Hong Kong","May 2003 Threenew28mhighspeedaluminiumpassengercatamarans, namedFirstFerryIX, FirstFerryXandFirstFerryXIhavebeensuccessfullydeliveredtowners, NewWorldFirstFerryServicesLtd, ofHongKong. ThesevesselswereconstructedbyWangTakEngineering & ShipbuildingCoLtd, oneofHongKong'soldestestablishedshipbuildingandrepairyardwithmorethan60yearshistory","28.23m","27knots","","220gt","","","MTU","MTU12V200M70","2","Ferry"
"SSS 2003","First Travel XXXI and First Travel XXXII","Image Marine","Image Marine","New World First Travel Services","Hong Kong","October 2003 Withthedeliveryoftwo41.4mhighlycustomisedcatamaranstoHongKong'sNewWorldFirstTravelServicesLtd, ImageMarinehasetanewbenchmarkinpurposedesignedandbuiltharbourcruisevessels. Withtheflexibilityforsightseeingandcharter/functionwork, thisorderfollowedthedeliveryofthreehigh-speedcatamaranstothesamegroupbyImageMarine'sparentcompany, AustalShips","41.4m","17knots","","694gt","","","MTU","12V200 M70","2",""
"SSS 2003","Front Runner 911 and 913","Dockstavarvet","FMV ( (Defence Material Administration) ) and Yard","Royal Swedish Navy/ /Amphibious Corps","Sweden","Up until 23 October 2003 Since2001Dockstavarvethasbeenengagedinthedevelopmentofapatrolvesselwhichisafeforitspersonnelaswellasafeoperatingundercriticalconditions. Theseboatshavebeenbuiltbecauseoftherequirementsforpersonnelsafetyandsafeoperationsofpatrolcraftwhenparticipatingininternationalpeace-keepingandrescueoperations","16.10m","41knots","","","","22.6tonnes","Scania","DSI1452M23V","2","Naval Vessel"
"SSS 2003","Grampian Surveyor","Balenciaga SA Shipyard","IMT Marine Consultants","North Star Shipping ( (Aberdeen) )","UK","April 2003 GrampianSurveyorwasbuiltbyBalenciagaShipyardsforNorthStarShippingofAberdeen, UK. ThevesselisintendedforperformingROVsupportincarryingoutsubseasurveyandpipelineconstructionandmaintenancetasks, aswellasforsupplydutiescarryingfreshwater, fueloilandpipes, containers, etc, toffshoreinstallations. Incommonwithmanyotherecentexamplesofthistypeofship, itfeaturesadieselelectricpowerplantforeasonsofeconomyandlowernoiselevels","75.00m","15knots","","2786gt","","","MaK","6M25","4 (drivingeneratingsetsfordieselelectricpropulsion)","Research Vessel"
"SSS 2003","High Velocity","Safehaven Marine","Frank Kowalski","A O' 'Rahily","Ireland","14 July 2003 SafehavenMarinehasthisyearlauncheditsnewcatamarandesign, theWildcat. Thisisa10.75moffshorepowercatdesignedforamultitudeofworkboatapplications. Thefirstvessel, HighVelocity, isaseanglingcharterversionwhichcapitalisesonthecat'swidebeamwithan 'islandwheelhousedesign', allowingaccesstothefullengthoftheboatforangling, yetstillmaintainsalargecabinforaccommodationandshelter","10.7m","27knots","","","","9500kg","Caterpillar","3126","2",""
"SSS 2003","HMS Enterprise","Appledore Shipbuilders Ltd","Kavaerner Massa Marine, , VT Shipbuilding, , Appledore Shipbuilders Ltd","UK Royal Navy","UK","HMS Enterprise 12 September 2003 ( (HMS Echo 31 October 2002) ) NewsurveyvesselsenteredservicefortheRoyalNavyduring2003HMSEnterprise (andsisterHMSEcho, deliveredathendof2002) wereconstructedatAppledoreShipbuilderstoapreliminarydesignprovidedbyVTShipbuildingLtd","90.60m","15knots","","3778gt","","(at5.50mdraught) 3775.93tonnes","MANB&W","Ruston6RK270","3",""
"SSS 2003","Lamma and Tap Mun","Kegoya Dock Co","Imamura Shipbuilding Co Ltd/ / HongKong Salvage and Towage","Hong Kong United Dockyards Ltd","SAR China","January 2004 LammandTapMunarethelatestHUDMarine (HongkongSalvageandTowage) newbuildings, andthefirstpureharbourtugsithasbuiltsince1995","25.4m","12.36knots","","231tonnes","","","Niigata","6L25HX","2","Tug"
"SSS 2003","Nipper","South Boats Ltd","South Catamarans Ltd/ / TT Boat Designs Ltd","Nipper Commercial Services","England","May 2003 Nipperisafastall-weatherhighbuoyancycatamaranwithanoverallengthof11mbutwithaworkingdeckareainexcessof45m2. NipperhasbeenbuiltoMCACategory2 (60nm) withworkboatendorsementforalocalIsleofWightskipperwhoplanstoperatethecraftformediasupportandguardboatdutiesaswellasurveyandcommercialdiving","11m","26knots","","6.1gt","","8.5tonnes","Cummins","6.BTA.5.9M","2",""
"SSS 2003","Ramon Llull","Rodriquez Cantieri Navali SpA","Rodriquez Engineering","Balearia","Spain","May 2003 RamonLlull (yardnumber311), isan84mall- aluminiumfastferrythatwasbuiltforBaleariaEuroliniesMaritimes, atRodriquezCantieriNavali'syardinPietraLigure, Italy. RamonLullispartofRodriquez'sTMVseriesofAquastradamonohullsandwasfollowedbyhersistershipThePrincesswhichwasdeliveredinJuly2003","83.35m","40knots","","","","518.7tonnes","MANB&W","Paxman18VP185","4",""
"SSS 2003","Red Jet 4","North West Bay Ships","North West Bay Ships","Red Funnel Group UK","United Kingdom","May 2003 NorthWestBayShipsthisyeardelivereda39mpassengerferry, RedJet4, totheRedFunnelGroup, UK, foroperationontheSouthamptontoCowesroute. Thevessel, designedandbuiltinAustralia, wasdeliveredbyheavyliftshiptoSouthamptoninMayandenteredintoserviceinJune","39.8m","41knots","","342gt","","","MTU","12V400 M70","2","Ferry"
"SSS 2003","Salten and Steigtind","Image Marine","Image Marine","Ofotens og Vesteraalens Dampskibsselskab asa ( (OVDS) )","Norway","May 2003 Amongtheworld'sfirstvesselsproducedtotheIMO'sHSC200 Coderequirements, andesignedandbuiltespecificallyforharshNorwegianweatherconditions, ImageMarine'sfirstvesselsforthenorthernEuropeanmarketareregardedbytheAustralianshipbuilderasamongthebestithasproduced. Theyalsorepresentsomewhatofacoup, asNorwayistraditionallyasupplier, ratherthanimporterofastferries","41.3m","36knots","","","","","MTU","16V400 M70","2",""
"SSS 2003","Sarah Pearl","Strategic Marine","Southerly Designs","EMAS","Singapore","November 2002 FollowingthesuccessofSarahJade (November2001) EMASrequiredanothercrewboatogivethiscompanyapremiumlevelofoperationalcontinuityandsecurityforitsoilfieldsupportcontracts, soitagainapproachedStrategicMarinePtyLtd, WesternAustralia, toconstructsuchavessel","40.00m","25knots","","219gt","","130tonnes","MTU","16200 M60","3",""
"SSS 2003","Spirit of Kangaroo Island","Austal Ships","Austal Ships/ /AMD Multihull Designs","Kangaroo Island SeaLink","Australia","December 2003 Withanoperatingspeedof15knots, SpiritofKangarooIslandisnotonlythefirstmedium- speedvehicle-passengerferrybuiltbyAustalShipsbutalsothefirstferrythisAustralianshipbuilderhasoldtoitslocalmarket. ThiscatamaranhasbeenacquiredtomeetanincreaseindemandinpassengertrafficandimproveferryservicestoAustralia'sthirdlargestisland","50.37m","15knots","","771gt","","","Caterpillar","3512B","2","Ferry"
"SSS 2003","Swift","Incat Tasmania Pty Ltd","Revolution Design Pty Ltd","United States Navy","United States of America","15 August 2003 Takingonly10monthsfromcontractawardtodelivery, andreaching47knotsonseatrial, theUSNavyarethoughtobextremelypleasedwiththisHighSpeedVessel (HSV) HSV2Swift. ShewillserveoperationallyasaninterimMineWarfareCommandandSupportShip (MCS), andsupportransformationalminewarfaremodularmissionpayloadinitiatives. InsupportofNavyexperimentation, Swiftwillbeusedtoexploreconcepts, capabilities, andmilitaryutilityassociatedwiththeadvancedhullandpropulsiontechnologyintegratedwithadvancedcommunicationsinsupportoftheLittoralCombatShip (LCS) program","97.22m","approx45knots","","","","1800gtfullyloaded","Caterpillar","3618","4","Naval Vessel"
"SSS 2003","Thetis","IHC Delta Shipyard","","Iskes Towing & & Salvage","The Netherlands","October 2003 ThisfirstDeltaAzimuthTug2800, namedThetis, isahighlymanoeuvrabletugasaresultoftheuseoftwo360degrotatablerudderpropellersinthesternofthevessel. Thetugismulti-functionalandwillbeusedasaharbourtugaswellasasea-goingtug, andwillcarryoutdutiesuchasanchor- handling, salvageoperations, andfire-fightingactivitiesintheportsofIjmuidenandAmsterdam, aswellasintheNorthSea","28.80m","","","","","","Wärtsilä","9L2/0","2","General Cargo"
"SSS 2003","UAL Lobito","Bodewes Shipyards ( (hull constructed by Shipyard Turnu Severin, , Romania) )","Bodewes Shipyards","HMT International Shipping & & Forwarding BV, , The Netherlands","","20 June 2003 Theversatilityofthisnewmulti-purposecargoshipdesignisdemonstratedbythefacthathefirstwodeliveriesenteredservicexhibitingdifferentformats. Whilstheleadship (Almadiep/January2003) displaysagearless, 'low-air- draught (LAD)' configuration, thesecond, andsubjectvessel, UALobito, presentsamoreconventionalarrangement, withathreetierdeckhousebuiltuponasunkenpoopdeck, foldinghatchcoversandtwodeckcranes. Acomparisonwithother, similarsized, vesselsofthistypeshowsthatheBodewesTrader4300designhasawiderbeam/reducedraughthullformthanisusual, andaswellasimprovingstability, thisfeatureisparticularlyadvantageoustoherpresentchartercommitmentswithUniversalAfricaLines, providersofcargolinerserviceslinkingWestAfricanports, manyhavingdepthrestrictions, withEurope, NorthandSouthAmericandtheUSGulf","89.98m","","","3150gt","","","Mak","6M25","1",""
"SSS 2003","Viking Energy","Kleven Verft A/ /S","Vik- -Sandvik","Eidesvik Shipping A/ /S","Norway","14 April 2003 Afterathree-yeardevelopmentprocess, thefirstplatformsupplyvesseltobefuelledwithliquefiednaturalgashasnowenteredservice. VikingEnergyistherealisationofshipownerEidesvikA/Sthatgasfuelledsupportvesselscouldprovideausefulcontributiontoreducingexhaustemissions. BoththisvesselandasistershiptobeownedandoperatedbySimonMøksterShippingA/Swillworkona10-yearcharterforStatoil","94.90m","","","5014tonnes","","","Wärtsilä","6L32DF","4","Supply Vessel"
"SSS 2003","Volcán de Tindaya","Hijos De J J Barreras SA","Hijos De J J Barreras SA/ /Oliver Design","Maritíma de Las Islas, , SL","Spain","6 June 2003 The78mro-ro, VolcándeTindaya, wasbuiltbyBarrerasShipyard, Spain, forownerMarítimadelasIslas, fromtheArmasgroup, andwasdeliveredinJunethisyear. ShewilloperatefiveturnaroundsadayintheCanaryIslands, fromPlayaBlanca (Lanzarote) toCorralejo, (Fuerteventura)","78.00m","17.5knots","","3715gt","","","Wärtsilä","8L26","2","Ferry"
"SSS 2003","Zephyr","Austal USA","Austal Ships","Circle Line- -Statue of Liberty Ferry, , Inc","USA","August 2003 Withoperationalflexibilityenhancedbybothachangeableinteriorlayoutfeaturingspeciallydevelopedseatsandfour-enginepropulsionconfiguration, Zephyris, at43.5minlength, thelargestcatamaransofarbuiltatAustalUSA'shipyardinMobile, Alabama. Itisalsothefirsthigh-speedaluminiumvesselinthefleetofNewYork-basedoperatorCircleLine-StatueofLibertyFerry, Inc","43.5m","30knotsat100% MCR","","","","","Cummins","KTA38-M2","4",""
