FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SSS 2013","Response Boat Medium-C","Kvichak Marine Industries","Camarc Design","L.A County Sherriff’s","US","August 2013","13.4m","","","","0","","Detroit Diesel","60-series","2","Naval Vessel"
"SSS 2013","Sea Breeze","Danish Yachts","Danish Yachts / Hauschildt Marine","Odfjell Wind / A2SEA","Denmark","April 2013","24.76m","23knots","","243.8tonnes","3","138.7tonnes","MTU","10V2000M72","2",""
"SSS 2013","SEACOR Lynx","Gulf Craft","Incat Crowther","SEACOR Marine","Marshall Islands","June 2013","58.6m","42knots","","495.7tonnes","1","","MTU","16V4000 M73L","4",""
"SSS 2013","Sea Fox","Navalu","Navalu","Enviro-serve Ltd","UK","October 2013","24m","26knots","","195tonnes","0","77tonnes","Doosan","4v158","4",""
"SSS 2013","Shanna","Strategic Marine Vietnam","Sea Transport Solutions","National Ferries Company","Oman","November 2013","45.8m","18knots","","649tonnes","1","320tonnes","Caterpillar","C18","4","Ferry"
"SSS 2013","SM16","SOLAS Marine Lanka (Sri Lanka) / SOLAS Marine Group (UAE)","Albatross Marine Design","Indian Navy","India","March 2013","16.3m","50knots","","","12","18.2tonnes","Caterpillar","C-18","2","Naval Vessel"
"SSS 2013","SRA 750","Zodiac Milpro","Zodiac Milpro","French Navy","France","July 2013","7.36m","45knots","","","0","2.9tonnes","On demand for IO engines","","Single or twin","General Cargo"
"SSS 2013","Sverri","Safehaven Marine","Frank Kowalski","Faroe Islands Rescue Service","Faroe Islands","August 2013","14.5m","30knots","","","1","20.4tonnes","Volvo Penta","D11","2",""
"SSS 2013","CTruk THOR","CTruk","CTruk","CTruk","UK","","11m","40knots","","","0","6/7-10tonnes (variant specific)","Yanmar","8LV","2","Naval Vessel"
"SSS 2013","Waterspreeuw","Damen Shipyards Hardinxveld","Damen Shipyards Hardinxveld","Waternet Amsterdam","The Netherlands","May 2013","13.5m","8.6knots","","","0","22.5tonnes","Steyr","SE196E35","1",""
"SSS 2013","Yutaka Maru No. 8","Kyokuyo Shipyard Corporation","Kyokuyo Shipyard Corporation","Toyotsuru Kaiun","Japan","March 2013","97.03m","","","2,947tonnes","0","","Akasaka Diesels","A38SR","1","Mooring Launch"
"SSS 2013","Zeycan Y","Sanmar","Robert Allan Limited","Gemport","Turkey","July 2013","24.4m","12knots","","","1","500tonnes","CAT","3512","2","Fire Fighting Vessel"
