FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SSS 2016","GalacticaSuperNova","HeesenYachts","HeesenYachts / EspenØino / SinotExclusiveYachtDesign / OossanenNavalArchitects","357m²ofdeckspaceandtheabilitytodeploytheforedeckasahelipad; anoutdoorcinemarea; andaninformaldiningspace-cum- sunbathingplot","US","2016HailedascomprisingDutchbuilderHeesenYachts’ largestdeliverytodate, the70mloafastdisplacementhullform (FDHF) superyachtGalacticaSuperNovaisreportedtobeoneofthetop200largestyachtsintheworld – andcertainlythelargestyachtohavemergedfromthegroup’syard","70.07m","30knots @50% load","","1,200tonnes","","645tonnesapprox. @50% load","MTU","20V400 M93L / 16V400 M93L","2 / 1","Yacht"
"SSS 2016","HarveyStone","EasternShipbuildingGroup","RobertAllanLtd","HarveyGulfMarineInternational","US","August2016HarveyStoneisamulti-purposefieldsupportvessel (MPFSV), servingasafieldsupportvesselfortheShellStonesFPSOoffshoreterminal. Keydutiesincludeassistingtheberthing, loadingandunberthingofofftaketankersofupto46,287dwtandescortingtheaboveFPSOintheventofdisconnectionfromthesubmergedbuoymooringforhurricaneavoidancepurposes, andthevesselisequippedtotowtheFPSOincaseofmechanicalbreakdown. OthertasksincludetransportationofstoresandcargototheFPSO. Ahybridpropulsionsystemallowsforeconomicpropulsion (eco-transitof8–9knots) andstation-keepingononengine, drivingmechanically/electricallytopropulsionunitsandorbowthrusters. Thehybridsystemhasadualoutput (PTO/PTI)/singleinputgearboxdrivingthepropulsionshaftlineononesideandthemotor/ generatorontheother","64.8m","14knots","","2,315tonnes","","3,750tonnes","GE","12V250MDC","2","Fire Fighting Vessel"
"SSS 2016","Holmøy","ConstruccionesNavalesPaulinoFreire","Rolls-RoyceMarine","PrestfjordHavfiske","Norway","March2016DesignedtothespecsofRolls-Royce’sNV370class, thedevelopmentofthesterntrawlerHolmøywastronglyinfluencedbytheresultsofseatrialsconductedaboardPrestfjordHavfiske’s2010-builtfishingvesselPrestfjord (alsoaRolls-Roycedesign)","69.7m","17.8knots","","3,317tonnes","","4,322tonnes","Bergen","B33/45L9P","1","Fishing Vessel"
"SSS 2016","LuisaNeri","DamenShipyardsGroup","DamenShipyardsGroup","FratelliNeriS.p.ALivorno","Italy","January2016AsthefirstDamen-designedandbuiltASDTug3212, LuisaNeriarrivedatherhomeportofLivorno (Leghorn), Italyathebeginningof2016, justfivemonthsafterowner/operatorFratelliNerisignedthecontractforherconstruction. Havingbeenbuiltforstocksimplifiedthisprocess, freeingupDamenMaaskantShipyardsStellendamtoconcentrateonthefinaloutfittingworks. ThePortofLivornoisacknowledgedasbeingachallengingharbourinwhichtoperate, duetoaseriesoftighturnsthatrequireoptimalvesselmanouevrabiltytonegotiate","32.7m","14.3knots","","453tonnes","","815tonnes","Caterpillar","3516CHD+ TA/D","2","Tug"
"SSS 2016","MultiTransportation","BakriConoShipyard","AlbatrossMarineDesign","RoyalSandsKohRong","Thailand / Cambodia","October2016AsthedebutanteinarchitectAlbatrossMarineDesign’s (AMD’s) ASV1500Wcatamaranclass, theMultipurposeTransportVessel (MTV) 55, whichThailand’sBakriConoShipyardeliveredinOctober2016, representsanattemptobalancesmallcraftfunctionality, safetyandutilitarian ‘waterbus’-styledesignwithluxuryinteriorsandhigh-speedperformance","15.95m","25-30knots (dependentonengine)","","","","18.25tonnes","Steyr","SE286E40","2","Ferry"
"SSS 2016","Noordzee","DamenShipyardsGroup","DamenShipyardsGroup","RoyalNetherlandsNavy","Netherlands","February2016UpondeliverytotheRoyalNetherlandsNavy (RNLN) lastyear, NoordzeerepresentedthefirstinaseriesofthreeofDamen’sASDTug2810Hybridmodels, selectedforperformanceaswellasenvironmentalsustainability. Thetwofollow- upsistervessels – namelyWaddenzeeandZuiderzee – weredeliveredinQ1andQ2016respectively","28.67m","13.2knots (mainengines) 8.7knots (generator) 4.8knots (batteries – 1hrmax)","","<300tonnes","","590tonnes","MTU","16V400M63R","2","Tug"
"SSS 2016","PacificTitan","HungSengShipbuilding (undersupervisionofEastCoastMaritimePtyLtd)","SeaTransport / EastCoastMaritimePtyLtd","EastCoastMaritimePtyLtd","Australia","January2017PacificTitancomprisesashallow-draughtutilitytug, designedintandembyownerEastCoastMaritimeandarchitectSeaTransport, andbuiltatMalaysia’sHungSengShipbuilding. Thevesselwaspurpose-builtosupportoperationsuchasdredging, marineconstruction, barge-handling / anchor- handlingandtowage","25.8m","12.7knots","","212tonnes","","365tonnes","Yanmar","6EY17W","2","Tug"
"SSS 2016","PETRA-1","TriangleShipyard","CamarcDesign","MarineCore & Charter","Dubai","February2016BuiltbyDubai-basedTriangleShipyard, theall-aluminiumPETRA-1representsthefirstinanall-newclassof45m-longfastoffshoresupportvessels (FOSVs). DeliveredtoperatorMarineCore & CharterinFebruary2016, thevesseltypewasdeveloped, indesignerCamarc’swords, to “provideastepchangeinthecrewboatmarket, intermsofspeed, fuelefficiency, crewcomfortandpayload”","45m","30+knots","","304tonnes","","290tonnes","CAT","C32","3",""
"SSS 2016","Protector","FossShipyard","RobertAllanLtd","PortofLongBeach / LongBeachFireDepartment","US","February2016Protector, thefirstinRobertAllanLimited’s (RAL’s) RAngerV-3300class, couldserveasagoodemonstratoroftheshiftinexpectationsplaceduponmodernfireboats. Suchvesselsareincreasinglybeingreliedupontoserveasincidentcommandcentres, capableofrespondingtolocalemergencies, insteadofbeingviewedasmerefirepump-equippedworkboats","32.9m","13knots","","454tonnes","","587metrictonnes","Caterpillar","3512C","2","Fire Fighting Vessel"
"SSS 2016","QEIV","GoldCoastYachts, Inc","GoldCoastYachts, Inc / WarrenMosler","WarrenMosler","US","August2016Taskedwithmakingdailytripsacrossthe38nmofdeepoceanthatseparatetheCaribbeanislandsofStCroixandStThomasintheUSVirginIslands, thepassengerferryQEIVisdescribedbybuilderGoldCoastYachtsashavingsucceeded “whereallpredecessorshadfailed”","31.45m","22knots","","","","22.8tonnes","Cummins","QSB6.7","2","Ferry"
"SSS 2016","Ratayapibanbancha / Arcarachwaratorn","SeaCrestMarine","IncatCrowther","RoyalThaiPolice","Thailand","July2016DeliveredinJuly2016, the26.2mx8.5m, aluminiumpatrolboatsistersRatayapibanbanchandArcarachwaratornwereconstructedbyBangkok-basedbuilderSeacrestMarinetoadesignbasedonIncatCrowther’s24m ‘ReefRanger’ catamaran. Thispreviousaluminiumvesseloriginallyenteredservicein2014, providingprotectiontoAustralia’sfamousandenvironmentallysensitiveGreatBarrierReef. However, theThaiduowillinsteadfocusonborderprotectionandlong-rangeandcoastalpatrolduties, aswellastransportingdignitariesinasafemanner","26.2m","34knots","","","","85tonnes","MAN","12VD2562LE453","2","Naval Vessel"
"SSS 2016","RedJet6","ShemaraRefitLLP (nowWightShipyardCo.)","One2threeNavalArchitects","RedFunnel","UK","July2016ProvingthatheBritishstillhavetheknackforinnovativefastferryconstruction, thedeliveryofRedJet6hasbeenhailedasasignificantmilestonefortheUKboatbuildingindustry, representingthefirsthigh-speedpassengerferrytohavebeenconstructedomesticallyinjustover15years","40.7m","","","363tonnes","","132.25tonnes","MTU","10V200 M72","4","Ferry"
"SSS 2016","SeaPower","BAESystemsJacksonville","GuidoPerla & Associates, Inc","SEACOR","US","August2016DeliveredinAugust2016, articulatedtugbarge (ATB) unitSeaPowerwasdesignedbyGuidoPerla & Associates, Incorporated (GPA) andcustomisedfortheshipowner’specificoperationalrequirements","43m","15knotsMainengine(s)","","1,301tonnes","","2,244tonnes","Wärtsilä","W8L32","2",""
"SSS 2016","Selkie","MacduffShipyardsLtd","MacduffShipDesignLtd","MorayCouncil, Scotland","UK","May2016ValuedatUS$3.5million, the25.7mdredgerSelkiemergedfromMacduffShipyards’ BuckiefacilitiesinNorth-EastScotlandinMay2016, whereuponshewashandedovertoMorayCouncil. MacduffShipDesignsecuredthecompetitivetendertodesignthevesselin2015, viatheEuropeanUnion (EU) tenderprocess, andthecompletedredgereplacesthe1968-builtShearwater, takingoverheroleofservicingharboursadministeredbyMorayCouncil – includingBuckie, Burghead, Hopeman, Findochty, PortknockieandCullen – aswellasofferingherservicestotherharbourslocatedinthenorthandeastofScotland","25.7m","","","212tonnes","","507tonnes (maxsummerload)","Caterpillar","C18Acert","2","Dredger"
"SSS 2016","ShiZiYang7","WangTakEngineering & ShipbuildingCo, Ltd","WangTak / GuangdongHongshenShipbuilding & Engineering / IncatCrowther","DongguanHumenLongweiPassengerFerryCo","China / HongKong","January2017HittingthewavesjustontheothersideofNewYear, the2017-launchedShiZiYang7wasbuiltbyWangTak, withdesignassistancesourcedfromGuangdongHongshenShipbuilding & EngineeringandIncatCrowther. The199-passengerferryhasbeendesignedtocompeteinthecut-throatChineseferrymarket, andtosatisfythismarket’srequirementsforhighspeedandhighlevelsofpassengercomfort","41.9m","32knots (lightship)","","387tonnes","","","MTU","12V200M72","2","Ferry"
"SSS 2016","Skansen","MaritimePartner","MaritimePartner","ÅlesundHarbour","Norway","April2016Describedbyitsdesignerandbuilderasa ‘Swissarmyknife’, themulti-purposemonohull/single-chineAlusafe1500MPVSkansenwasdevelopedtofulfilawiderangeofassignments – fromtowingandoilspillresponsetofirefightingoperations – alongthecoast, aswellasintheharbourandalongthethequayfrontsoftheÅlesund/SunnmøreregionofNorway. Thevesselhasreceivedapprovalaccordingtothenewregulationsforcoastalvesselsandforoilspillresponseduties, andisalsofullyequippedtoassisthefiredepartmentinfirefightingandrescue-divingoperations","14.99m","30knotsMainengine(s)","","18.7tonnes","","","VolvoPenta","D9","2","Tug"
"SSS 2016","StFrancis","VigorFabricationLLC","JensenMaritimeConsultants","SanFranciscoFireDepartment","US","July2016AsSanFrancisco’sfirstnewfireboatin61years, StFrancis (formerlyFireboat3) hasbeenhailedasbothahigh-endfirefightingsolutionandamobilepumpingstation “powerhouse”. DesignedbyJensenandbuiltbyVigor, the26.8mloavesseliscapableofpumpingmillionsofgallonsofwaterdirectlyfromSanFranciscoBayintothecity’sauxiliarywatersystem – anactoensurethat, shouldanearthquakecausedamagetoSanFrancisco’swatermains, onshorefirefighterswillbeabletorelyonthevesselforasteadyflowofwater","26.8m","12knots","","207tonnes","","260tonnes","Cummins","QSK19","3","Fire Fighting Vessel"
"SSS 2016","T. Servis1","RMKMarine – Tuzla","MacduffShipDesign","Unknown","Turkey","February2016Asthefirstoftwo14.9mservicevesselsconstructedbyTurkishboatbuilderRMKMarinetoadesignprovidedbyScotland’sMacduffShipDesign, the39gtT. Servis1wasdeliveredtoherlocal, Turkishowner (whoseidentityhasremainedconfidential) inFebruary2016 – shortlyfollowedbysistervessel, T. Servis2. ThisduowaspartofawiderordercoordinatedbetweenMacduffandtheTuzla-basedyardforaselectionofnewbuildsforthesameowner, includingfive10.1mooringtugsandtwo19mshallow-draughtASDtugs","14.9m","16knots","","39tonnes","","51tonnes","VolvoPenta","D16","2","Tug"
"SSS 2016","Telstar","HollandShipyards","EddyTug","IskesTowageandSalvage","Netherlands","October2016SlightlymorecompacthanherpredecessorEddy1 (seeSignificantSmallShipsof2014, pages26and27), thecompact, 25mTelstar, whichwasdeliveredinOctober2016, isafurtherefinedversionofthehybrid-driven ‘Efficient, Dynamic, Double-Ended’ tug (EDDYTug) concept, whichalignsazimuthingthrusters, oneundertheprowandoneunderthestern, torealiseavesselcapableofhigh-precisionmanoeuvringandtheabilitytoexertfullthrustinanydirection","25.45m","13.5knots","","303tonnes","","529tonnes","Mitsubishi","S16R2","2","Tug"
"SSS 2016","Tempest","AluminiumMarineConsultantsLtd (AMC)","AMC","CWind","UK","“Theinstallationsarealmostidentical, allowingacompletelyinterchangeablecrewingwhichisprovidingahugebenefitotheclient.” TECHNICALPARTICULARS","22.5m","28knots","","51.7tonnes","","72.5tonnes","MTU","10V200 M72","2","Ferry"
"SSS 2016","VisionoftheFjords","BrødreneAa","BrødreneAa","TheFjords","Norway","July2016Completedjustayearaftercontractsigning, thefuturisticsightseeingcatamaranVisionoftheFjordshascommencedservicesonNorway’sUNESCOWorldHeritage-listedNærøyfjord. The40m, carbon-fibreferrywasdevelopedwiththeintentofcausingminimalimpactonherecologicallysensitivesurroundingswhilstprovidingafirstratetouristexperience. DesignedandbuiltinwesternNorwaybyBrødreneAa, VisionoftheFjordsisuniqueasahybridiesel/batteryelectric-powered, twin-hullvessel, andisdescribedasa ‘parallelhybrid’ duetothefacthatherelectricandieselenginescanberunindependentlyofeachother, orcanpowerthepropellerstogether, withseamlesstransitionbetweenmodes","42.04m","18knots","","753tonnes","","","MAN","D2862LE422","2",""
"SSS 2016","Zeeleeuw","BalticWorkboats","BalticWorkboats","AgentschapMaritiemeDienstverleningenKust / DabVloot","Belgium","October2016Designedtoperformasamulti-functionpatrolboatforBelgiumCustoms, Zeeleeuw (or ‘sealion’) isthefirstvesseltoincorporateEstonia-basedBalticWorkboats’ newadvancedwave-piercingdesign, whichasbeendevelopedtoenablehigh-speedtravelacrossarangeofseandweatherconditions. ThisdesignhasbeenamedthePatrol2200WPandBalticWorkboatsintendstouseitasthebuildingblockforanumberofscalable / customisablefuturepatrolboats","22m","23knots","","64tonnes","","40.7tonnes","VolvoPenta","D16MH","2","Naval Vessel"
