FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SSS 2002","Delta 140 Patrol","Delta Power Services","Delta Power Services","consistenthullprofileaccuracyduringproduction, lightweight, highresidualstrengthandwearesistance, damageresistance, lowmaintenance, provenlongservicelife, andeaseofrepairwithoutheneedofspecialisedfacilities","","performance, seakeeping, stability, durability, crewcomfort, andeconomy","14m","38knots","","","","10,500kg","VolvoPenta","TAMD74C450hp","2","Naval Vessel"
"SSS 2002","Enforcer II","Dockstavarvet AB","Dockstavarvet/ /Petter Håkansson","Own Account","Swedish","15 May 2002 Aftermorethan10yearsdevelopingandbuildingCombatBoat90Hinvariousforms, Dockstavarvethasnowcompletedthefinalphaseinthedevelopmentofanewandfasteradaptedpatrolboatforcoastguard, police, andcustomsurveillanceactivities. ThisnewboatisbasedonthesuccessfulCombatBoat90concept, whichbythendof2002hadbeensoldinmorethan200unitstocountriesuchasNorway, Denmark, Greece, Malaysia, Mexico, andSweden","16.10m","50knots","","21gt","","","Prestolite","C18","2KWandrev/minofeachengine...735kW @ 2300rev/minAlternators","Naval Vessel"
"SSS 2002","HMS Tyne","VT Group ( (Vosper Thornycroft Shipbulding) )","VT Group with assistance from Three Quays Marine","VT Maritime Affairs/ /Royal Navy","","1 November 2002 DesignandoutfitflexibilityisreportedlythekeytoanewgenerationofoffshorepatrolvesselsdevelopedbyVosperThornycroft (VT) ShipbuildingforboththeUKandoverseasmarkets","79.75m","20knots","","2109tonnes","","1800tonnes","Finnings/Caterpillar3406TwithNewageStamfordalternator","Ruston12RK270","2","Naval Vessel"
"SSS 2002","P41 and P42","Damen Shipyards","- -","Netherlands Police Forces","The Netherlands","May 2002 DamenStanPatrol2706, P41, washandedovertotheNetherlands' PoliceForces (KLPD) inMay2002. P41isaseagoingpatrolvesseloperatingontheWesterschelderiver, withVlissingenashomeport","26.40m","25knots","","","","","ZF","3412ETTA","2","Naval Vessel"
"SSS 2002","America","Derecktor Shipyards","Nigel Gee & & Associates","Fire Island Ferries, , Inc","USA","June 7 2002 DesignedbyDerecktorShipyards, withstructuraldesignandloftingsubcontractedtoNigelGeeandAssociates, AmericaisthenewadditiontotheFireIslandFerriesfleet. AmericaisthefirstvesseldeliveredbyDerecktor'snewBridgeport, Connecticutfacility - DerecktorShipyardsConn, LLC","25.9m","15knots","","95gt","","86tonnes","DelcoRemyAmericaSeries3451","Series60","2",""
"SSS 2002","Fares Al Salam","Austal Ships","Austal Ships","El Salam Maritime Company, , Egypt","Egyptian","April 2002 WesternAustralianshipbuilder, AustalShips, deliveredthis56mvehicle/passengerferryFaresAlSalamtoTheMaritimeCoforNavigation, SaudiArabia, andElSalamMaritime, Egypt, inApril2002. ThiswasAustal'sfirstdeliverytothearea","56m","38knots","","1412gt","","","Cummins6CT8.3-D(M)","MTU16V400 M70","4","Ferry"
"SSS 2002","Linga","Stocznia Pólnocna SA, , Northern Shipyard YN B 597/ /1","Nigel Gee and Associates and Vik- -Sandvik Poland","Shetland Islands Council, , UK","British","2002 ShetlandIslandsCounciltookdeliverythisyearofLinga newro-ro/passengerferry, builtbyStoczniaPolnocna - NorthernShipyard, locatedinGdansk, PolandunderYardNumberB597/1. ThebasicdesignwaspreparedbyNigelGeeandAssociates, Southampton, UKonbehalfoftheCouncil, andthendevelopedbyVikSandvikPolandaspartoftheoveralldesignandbuildcontractwithNorthernShipyard. Lingaisofweldedsteelconstructionwitherwheelhousemadeofaluminumalloys","38.00m","12knots","","628gt","","","Stamford","S6R2 - MPTKF","3","Ferry"
"SSS 2002","Natalie M","Rodriquez Cantieri Navali","Rodriquez","Ustica Lines Spa","","22 February 2002 Thisfoilmasterdesignisaneconomically-sizedpassengeronlyvessel, andisthelatestandmostupdatedmodelofalongseriesofhydrofoilsfromRodriquezCantieriNavali. NatalieMiscapableof40knotsfor250passengersfromonly400kW, andthebuildersbelievehertobethemosteconomicalfastferryavailable. Sheismadefromlightalloyaluminium","31.2m","40knots","","240gt","","","StamegnaSM800","MTU16v395TE74L","2",""
"SSS 2002","New York","Iris Catamarans","Andrieu/ /Flahault","Expo 02","Swiss","April 2002 BuiltforExpo02, theSwissNationalExhibition, NewYorkandsixotherIriscatswereusedfortransportingvisitorsbetweenvariouslakesidevenues","42.80m","40knots","","339UMS","","","StamfordUCM274C1","16V400 M70","2","Ferry"
"SSS 2002","The Cat","Incat Tasmania Pty Ltd","Incat","Bay Ferries","Bahamas","April 2002 Withitsdistinctive 'BlueCat' livery, TheCatisa98mfastferry. SheislongeronthewaterlinethanBayFerries' earlierfastcraft, the91mIncat046, andoffersasubstantial50% moredeadweight. TheCatcancarry900passengersand267cars, orfewercarsplusheavyfreightvehicles; anincreaseof11% incarcapacityandaverylargeincreaseinfreightcapacity","97.22m","46.5knots","","6464gt","","","Caterpillar3406B","20RK270Diesel","4","Ferry"
"SSS 2002","Emma","MacDuff Shipyards Ltd","MacDuff Ship Design","Aquascot Group Ltd","UK","12 February 2002 EMMAisanewlydesigned14.95mfishfarmworkboat, fromMacduffShipDesign, ofGrampian, Scotland, whichasbeencreatedforcarryingandanchor-handlingduties. ShehasbeenbuiltforAquascot, acompanythatareinvolvedinthesustainablefarmingofsalmon, sea-growntrout, andturbot, andwilloperateathecompany'siteontheIsleofGigha, Scotland","14.95m","9knots","","20.39gt","","87tonnes","PRM","Mistral","2","Fishing Vessel"
"SSS 2002","Shanmhari","Cygnus Marine Ltd","Cygnus Marine Ltd","Bressay Salmon, , Shetland Islands","British","July 2002 ShanmharisthenewlydesignedTyphoon38fromCygnusMarine, basedinCornwall, forBressaySalmonoftheShetlandIsles. This11.7mvesselisafastfish-farmworkboat","11.7m","","","9tonnes","","16.2tonnes","Scania","DSI1242m","1","Fishing Vessel"
"SSS 2002","True Light of the Claddagh","Safehaven Marine","Frank Kowalski","Martin Oliver","Irish","2002 ThisvesselisSafehavenMarine'sfirstnewInterceptor42design. ShehasbeenbuiltforownerMartinOliver, andnamedTrueLightoftheCladdaghafterhisgrandfather'sfamousboatoftheregion. TheoriginalTrueLightwasthelastfishingboatofishcommerciallyundersailinGalway, andpossiblythelastinIreland. Thisnewvesselhowever, isoperatingasananglingcharterboatduringthesummermoths, whilstinwinteractsasacommercialfishingvesselinJersey","13.1m","over24knots @ 100% MCR","","","","11,00kg","TwinDisc","CAT3126","2",""
"SSS 2002","Anglian Princess","Yantai Raffles Shipyard Ptd Ltd","Rolls Royce Marine A/ /S, , Norway","Klyne Tugs ( (Lowestoft) ) Ltd, , UK","United Kingdom","Mid 2002 TheanchorhandlingtowingsupplyvesselUT719-T, AnglianPrincess, wasdesignedbyRolls-RoyceMarineA/S, Norway, toaccommodatethedemandsoftheoffshoreindustry. Equippedfortowingandanchorhandlingduties, thisvesselalsohasarangeofversatilecapabilities; suchasfunctioningasastand-byrescuevesselwithfirefightingandROVservices, aswellasacargotransportationvessel, usedforloadingandunloadingofcargotoffshorerigsandproductionplatforms","67.4m","17knotsatdraught4m","","2270tonnes","","4169tonnes","Rolls-Royce","WärtsiläVasa16V32LowNoxD","2",""
"SSS 2002","Armada Salman","Pan- -United Shipyard Pte Ltd","Conan Wu & & Associates","Bumi Armada Navigation Sdn Bhd","Malaysia","27th July 2002 ThisyearPan-UnitedShipyardelivereda66.6mworkboat, ArmadaSalman, toBumiArmadaNavigation. ThiscompanyisreportedlythebiggestoffshorefleetoperatorinMalaysia, managingmorethan33vesselsofvariouscategoriesinMalaysiandBrunei, andArmadaSalmanisbelievedtobeundercontractoBruneiShellPetroleumCompany","66.6m","12.28knots","","2838tonnes","","3810tonnes","CumminsKTA19D (m) GC","8N21A-EN","2",""
"SSS 2002","Havila Tampen","Kleven Verft","Rolls- -Royce Marine A/ /S dep Ship Technology - - Ulstein","Havila Supply A/ /S","Norway","16 September 2002 KlevenVerftinNorwaythisyearhandedoveranadvancedplatformsupplyvesseltoHavilaSupplyShipsA/S. HavilaTampenhasbeentakenonlongtermcharterbyNorskHydroandwillworkintheNorthSea. ThedesignselectedistheUT745EfromRolls-Royce; whichisthedieselelectricversionofthepopularUT745PSV. ItincorporatesazimuththrustersformainpropulsionandisbuiltoDP2classandDNVCleanandComf-C3notation","88.60m","15.4knots","","approx3325tonnes","","7098tonnes","ABB/AMG500M4","Cat. 3516TA","4",""
"SSS 2002","Kaltim Maju","Strategic Marine Pty Ltd","Strategic Marine & & Southerly Design","PT Aquaria Shipping","St Vincent & & The Grenadines","26 March 2002 WHENAquariaShippinghadtoincreasethesizeofitsoilindustrysupportvesselsitcommissionedStrategicMarinePtyLtd, inWesternAustralia, tobuildthevesselbestsuitedtoaverystringentspecificationandremoteoperationalrequirements. PTAquariaShippingisanIndonesiancompanymanagedbyDanishcompanySvitzerWijsmuller. Worldwide, thiscompanyhasmorethan220vessels, includingafleetof15crewutilityboatsinSouthEastAsia","29.80m","27.80knots","","162.00tonnes","","103.90tonnes (loaded)","Perkins4TGM + Stamford","3412EDITTA","3",""
"SSS 2002","Tulpar","Ulstein Verft A/ /S","BMT Shipdesign","BUE Marine Ltd","Cayman Islands","November 2002 Tulparhasbeendesignedtoperateasanall- round, multipurposesupportvesselforAGIPKCO'sexplorationandexploitationworksintheKashaganfieldintheKhazakstansectorofthenorthCaspianSea. ThewatersinthispartoftheCaspianarextremelyshallow, withanormaldepthofapproximately3m. Airtemperaturerangeisbetween -30oCinwinterto +40oCinsummer. Inwinter, theregionofoperationispronetoicesheetsupto1mthick - theseconditionsmakeitanextremelydemandingoperationalenvironment","94.08m","+13knots","","3343gt","","","ABBAMG560S6","12V200","3maingeneratorengines, flexiblymounted","Tug"
