FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SSS 2022","MPAGuardian","PenguinShipyard","BMT","MaritimeandPort","Singapore","June202240SIGNIFICANTSMALLSHIPSOF2022","61.7m","19.5knots","","","","422tonnes","Wärtsilä/Ramme","2x12V14/2xHW500_ S _ 290_ 2300_ A","4",""
"SSS 2022","Naviexpress1","ShiptecAG","ShiptecAG","CGNSA,Lausanne(CH)","Switzerland","March202342SIGNIFICANTSMALLSHIPSOF2022","18.6m","> 35knots","","36tonnes","","34tonnes","VolvoPenta","D131000","2",""
"SSS 2022","Phoenix","BalticWorkboatsAS","BalticWorkboatsAS","RomanianSearchand","Romania","May202244SIGNIFICANTSMALLSHIPSOF2022","11m","34knots","","","","10tonnes(max)","","","","Yacht"
"SSS 2022","PioneerofBelfast","ArtemisTechnologiesLtd","ArtemisTechnologiesLtd","ArtemisTechnologiesLtd","UK","April202246SIGNIFICANTSMALLSHIPSOF2022","22.24m","21.35m","","","","46.4tonnes","VolvoPenta","D13","2",""
"SSS 2022","ReefInspector","SeacatShipsCo,Ltd","SeaspeedDesignCo,Ltd","Undisclosed","Australia","June202250SIGNIFICANTSMALLSHIPSOF2022","11.7m","","","35.65tonnes","","13.2tonnes","VolvoPenta(I/OSternDrive)","D3220","2",""
"SSS 2022","SeaTaxi(class)","İstanbulŞehírHatlari","İstanbulŞehírHatlari","İstanbulŞehírHatlari","Turkey","January202252SIGNIFICANTSMALLSHIPSOF2022","30m","30knots(higherspeedscanbeachievedwithdifferentdrivetrain)","","","","100tonnes(approx.)","MTU","12v2000M72","2","Ferry"
"SSS 2022","SeacatColumbia","DiverseMarine","BARTechnologies","Chartwell /Equinor","UK","August2022","42m","14knots","","1,227tonnes","","1,888tonnes","AngloBelgian","12VDZC-166-1000","2","Tug"
"SSS 2022","SLMacaloe","UzmarShipyard","RobertAllanLtd","SmitLamnalco","Mozambique(Maputo)","April202256SIGNIFICANTSMALLSHIPSOF2022","24.73m","12.3knots","","320tonnes","","540tonnes","Ramme","TW1400r_ L","2","Tug"
"SSS 2022","Sparky","DamenShipyardsGroup","DamenShipyardsGroup","PortsofAuckland","NewZealand","July202258SIGNIFICANTSMALLSHIPSOF2022","16.2m","40knots +","","","","27tonnes","Scania","DI16076M","2","Fire Fighting Vessel"
"SSS 2022","Tanner/Errington","HolyheadMarine","CamarcDesign","LondonFireBrigade","UK","September202260SIGNIFICANTSMALLSHIPSOF2022","89.1m","16knots","","2,696tonnes","","","","","","LNG Carrier"
"SSS 2022","UlsanTaehwa","HyundaiMipoDockyard","HyundaiMipoDockyard","UlsanICT","Korea","November202264SIGNIFICANTSMALLSHIPSOF2022","34.5m","13knots","","642tonnes","","960tonnes(departport)","Yanmar","6EY26W","1","FPSO"
"SSS 2022","VentureIV","MacduﬀShipyardsLimited(outﬁtting) /Finomar(hull)","MacduﬀShipyardsLimited & MacduﬀShipDesign","MarkLovie","UK","November202266SIGNIFICANTSMALLSHIPSOF2022","65m","11.8knots","","","","1,040m3","ChongqingCummins","K19- DM","2","Ferry"
"SSS 2022","XinShengTai","YaguangTechnologyGroupCo,Ltd","ShanghaiMerchantShip","ShanghaiPassenger","China","November202268SIGNIFICANTSMALLSHIPSOF2022","","","","","","","","","",""
"SSS 2022","YuFengZhe001","AfaiSouthernShipyard(PanyuGuangzhou)Ltd","IncatCrowther","ShanghaiGoldsea","China","November2022","","","","","","","","","",""
